0 ,0
10.0032 ,20
10.0032 ,40
11.5408 ,60
14.0752 ,80
14.6368 ,100
19.6948 ,120
23.3872 ,140
24.0344 ,160
25.5472 ,180
25.9912 ,200
26.8732 ,220
32.7868 ,240
37.238 ,260
38.4648 ,280
42.804 ,300
45.442 ,320
45.5652 ,340
45.8188 ,360
45.8116 ,380
45.8428 ,400
46.2336 ,420
46.6636 ,440
49.032 ,460
49.9724 ,480
52.0508 ,500
52.6236 ,520
56.486 ,540
56.518 ,560
56.5616 ,580
56.6164 ,600
56.8456 ,620
56.8724 ,640
58.8032 ,660
58.8192 ,680
59.0888 ,700
59.4512 ,720
59.7156 ,740
59.7164 ,760
59.7792 ,780
59.7852 ,800
59.7912 ,820
61.0628 ,840
61.2284 ,860
62.3956 ,880
62.3956 ,900
62.3956 ,920
62.4028 ,940
62.4124 ,960
62.4312 ,980
63.2156 ,1000
64.0548 ,1020
65.76 ,1040
66.4312 ,1060
66.7064 ,1080
67.3716 ,1100
67.3724 ,1120
67.376 ,1140
67.3764 ,1160
67.3768 ,1180
67.562 ,1200
67.5032 ,1220
67.508 ,1240
67.5268 ,1260
67.5268 ,1280
