0 ,0
9.0476 ,20
9.0476 ,40
10.4952 ,60
11.318 ,80
17.4232 ,100
24.7324 ,120
26.9372 ,140
28.9888 ,160
33.4 ,180
37.4728 ,200
38.1584 ,220
38.6592 ,240
40.7476 ,260
44.274 ,280
46.1436 ,300
52.9676 ,320
55.0136 ,340
56.438 ,360
56.9748 ,380
57.1828 ,400
58.6396 ,420
62.4284 ,440
62.768 ,460
62.8832 ,480
64.302 ,500
72.492 ,520
72.5676 ,540
72.6768 ,560
75.044 ,580
77.832 ,600
77.858 ,620
79.3464 ,640
79.3948 ,660
79.4208 ,680
79.4976 ,700
79.5388 ,720
79.5768 ,740
80.666 ,760
80.9144 ,780
83.3144 ,800
83.3144 ,820
83.3308 ,840
83.3308 ,860
83.3728 ,880
83.3728 ,900
83.3728 ,920
83.3728 ,940
83.3728 ,960
83.382 ,980
83.382 ,1000
83.382 ,1020
83.382 ,1040
83.382 ,1060
83.382 ,1080
83.382 ,1100
83.382 ,1120
83.382 ,1140
83.382 ,1160
83.382 ,1180
83.382 ,1200
83.382 ,1220
83.382 ,1240
83.382 ,1260
83.382 ,1280
