0,0
9.6048,20
9.6048,40
10.7184,60
17.8412,80
21.8672,100
25.0408,120
25.7288,140
28.362,160
32.7416,180
35.3508,200
38.5836,220
39.2236,240
41.6236,260
49.8596,280
51.9856,300
63.1484,320
65.8668,340
67.0544,360
68.606,380
69.974,400
70.1976,420
71.9748,440
75.2976,460
77.5824,480
77.6988,500
77.8228,520
77.8968,540
80.7544,560
82.526,580
82.5304,600
82.6952,620
85.86,640
85.8644,660
85.8644,680
85.8644,700
86.8904,720
88.3368,740
88.3292,760
88.7576,780
88.846,800
89.0148,820
89.11,840
89.1004,860
89.1012,880
89.8612,900
89.8768,920
89.8768,940
89.8768,960
89.8772,980
90.978,1000
90.9832,1020
91.036,1040
91.036,1060
91.036,1080
91.036,1100
91.036,1120
91.036,1140
91.036,1160
91.0324,1180
91.0324,1200
91.0324,1220
91.0324,1240
91.0324,1260
91.0324,1280
