0.0 ,0
3.7107 ,20
3.7107 ,40
5.7263 ,60
6.7169 ,80
7.4378 ,100
8.3776 ,120
9.6395 ,140
10.5563 ,160
11.5689 ,180
14.6002 ,200
16.3918 ,220
18.3727 ,240
20.1807 ,260
22.6538 ,280
23.4358 ,300
25.0827 ,320
27.9151 ,340
29.4919 ,360
34.1313 ,380
34.6871 ,400
35.0194 ,420
36.1297 ,440
41.2378 ,460
42.5055 ,480
45.0628 ,500
45.0777 ,520
46.0396 ,540
46.2442 ,560
46.3877 ,580
49.0396 ,600
50.3967 ,620
51.129 ,640
51.3919 ,660
51.5153 ,680
52.9381 ,700
52.9859 ,720
53.1782 ,740
53.4012 ,760
53.4012 ,780
53.4012 ,800
53.8081 ,820
53.8081 ,840
53.8085 ,860
54.9946 ,880
58.2662 ,900
58.2711 ,920
58.2889 ,940
58.2889 ,960
58.2889 ,980
58.2889 ,1000
58.2889 ,1020
58.2904 ,1040
58.2904 ,1060
58.2906 ,1080
58.2906 ,1100
58.2906 ,1120
58.2924 ,1140
58.2953 ,1160
58.2953 ,1180
58.2953 ,1200
58.2953 ,1220
58.2954 ,1240
58.2954 ,1260
58.2954 ,1280
58.3077 ,1300
58.3077 ,1320
58.3077 ,1340
58.3094 ,1360
58.3094 ,1380
58.3094 ,1400
58.3094 ,1420
58.3157 ,1440
58.3157 ,1460
58.3157 ,1480
