0 ,0
1.288448 ,20
1.288448 ,40
2.600256 ,60
2.9104 ,80
3.035136 ,100
3.58976 ,120
3.698304 ,140
4.681344 ,160
6.704384 ,180
8.305472 ,200
9.32448 ,220
10.75008 ,240
11.891904 ,260
12.58208 ,280
13.956608 ,300
13.856448 ,320
16.645312 ,340
16.69344 ,360
17.43808 ,380
17.481216 ,400
19.845376 ,420
21.13088 ,440
21.23264 ,460
22.747904 ,480
23.6992 ,500
25.959552 ,520
26.630336 ,540
28.425216 ,560
28.724096 ,580
29.200512 ,600
29.304896 ,620
29.53312 ,640
30.9584 ,660
31.946304 ,680
33.41152 ,700
33.628224 ,720
35.79072 ,740
35.813696 ,760
35.93216 ,780
38.990144 ,800
38.992384 ,820
39.316224 ,840
39.409216 ,860
39.425728 ,880
39.481792 ,900
40.546048 ,920
40.54624 ,940
40.546944 ,960
40.6064 ,980
41.050176 ,1000
41.630592 ,1020
41.633984 ,1040
41.686464 ,1060
45.389824 ,1080
45.66944 ,1100
45.779648 ,1120
46.57504 ,1140
47.431808 ,1160
47.431808 ,1180
47.506176 ,1200
47.81184 ,1220
48.726656 ,1240
48.726464 ,1260
48.896704 ,1280
48.983232 ,1300
49.85184 ,1320
49.86624 ,1340
50.19168 ,1360
49.533184 ,1380
49.687168 ,1400
49.805504 ,1420
49.805504 ,1440
49.829568 ,1460
50.51712 ,1480
