0,0
9.7744,20
9.7744,40
12.5712,60
15.9236,80
17.6876,100
20.3624,120
22.2224,140
23.7908,160
23.9164,180
24.6128,200
28.3892,220
34.9104,240
38.0904,260
40.496,280
42.4176,300
46.2632,320
51.3672,340
55.9048,360
58.0396,380
66.5072,400
67.012,420
74.2876,440
75.1904,460
75.252,480
75.2444,500
75.4876,520
79.0428,540
83.2544,560
83.9324,580
84.2576,600
85.3244,620
85.5296,640
85.8868,660
85.8996,680
86.0584,700
86.0588,720
86.0588,740
86.0616,760
86.0328,780
86.0844,800
86.668,820
86.7364,840
86.8008,860
86.7872,880
86.7888,900
86.7888,920
86.7996,940
86.8052,960
87.9572,980
87.96,1000
88.0648,1020
88.2604,1040
88.488,1060
89.7788,1080
89.786,1100
89.7864,1120
89.8016,1140
89.8016,1160
89.8016,1180
89.8016,1200
89.8016,1220
89.8016,1240
89.8016,1260
89.8016,1280
