0,0
9.3588,20
9.3588,40
11.6332,60
14.544,80
26.8196,100
30.4828,120
31.266,140
31.6752,160
33.3124,180
33.3228,200
35.3568,220
36.688,240
36.77,260
37.1364,280
37.5204,300
37.524,320
38.9708,340
39.5268,360
39.7212,380
39.9244,400
41.8712,420
42.3252,440
42.7512,460
44.7648,480
44.94,500
48.3704,520
48.8056,540
52.3908,560
54.134,580
55.4804,600
58.738,620
59.1768,640
61.9404,660
62.4612,680
70.1256,700
73.8936,720
74.4776,740
75.0976,760
80.2664,780
84.6716,800
84.962,820
85.0596,840
85.7236,860
85.778,880
86.2696,900
87.2732,920
87.4984,940
87.6244,960
87.6636,980
87.9412,1000
87.9148,1020
87.9148,1040
87.9196,1060
88.4464,1080
88.4664,1100
88.4668,1120
88.4668,1140
88.4668,1160
88.4668,1180
88.4668,1200
88.4668,1220
88.4668,1240
88.4668,1260
88.4668,1280
