0 ,0
1.279488 ,20
1.279488 ,40
2.424832 ,60
3.2256 ,80
3.386816 ,100
3.768448 ,120
3.956544 ,140
4.508992 ,160
5.349376 ,180
6.788288 ,200
8.131008 ,220
8.93408 ,240
9.892032 ,260
10.794176 ,280
11.116736 ,300
13.07104 ,320
13.580096 ,340
13.901312 ,360
14.91072 ,380
15.149824 ,400
15.18336 ,420
15.658048 ,440
16.165824 ,460
17.077568 ,480
17.696512 ,500
20.226432 ,520
20.691968 ,540
21.3872 ,560
22.297856 ,580
22.700864 ,600
23.686848 ,620
25.412096 ,640
25.480832 ,660
25.974208 ,680
27.591104 ,700
27.661312 ,720
28.814528 ,740
28.825984 ,760
29.050752 ,780
31.681536 ,800
33.337856 ,820
35.718464 ,840
36.458752 ,860
36.540544 ,880
36.732672 ,900
37.59392 ,920
37.600448 ,940
39.279936 ,960
39.478016 ,980
39.779072 ,1000
40.002688 ,1020
40.115136 ,1040
44.250752 ,1060
44.253824 ,1080
44.262976 ,1100
44.549568 ,1120
44.57696 ,1140
45.395072 ,1160
45.552896 ,1180
45.564928 ,1200
45.738176 ,1220
45.856512 ,1240
46.309184 ,1260
46.363584 ,1280
46.572224 ,1300
46.589568 ,1320
48.487744 ,1340
48.489856 ,1360
48.982656 ,1380
48.982656 ,1400
49.262656 ,1420
49.639808 ,1440
49.654848 ,1460
49.865856 ,1480
